label,tweet
fear,gw panik tadi sempet ga balance trs gw ulang lagi dari awal
fear,"eh sumpah gw panik, udh upload foto ltmpt tp lupa udh gw save blm tp udh di unggah sm udh di crop"
fear,dia anaknya juga jago banget gombal 11 12 sama ayem. aku takut meleyot
fear,lebih takut arab di puncak
fear,"bused sampai dua kali kirim. kata saya mah, mending sender muncul deh. dm saya coba, biar saya tahu. gak usah malu, dm saya terbuka luas, se-luas semesta. jangan buat saya penasaran tolong.."
fear,"enaknya tuh makan bakso makji soalnya dari pagi hujan terus pengen beli makan tapi takut tiba"" hujan deres lagi"
fear,"mau kaya gini pas ultah mendatang, tapi takut malah dijadiin bahan bullyan.."
fear,yep truee lagi lagi the oldies kan semua macam takut for booster sebab baca news regarding post-booster effectsi mmg ingat nak walk in ppv dkt pwtc tu je nanti hahah
fear,ngeri bgt grup b.
fear,"cape gasi anjrit tiap hari di teror proposal mulu, tertekannn"
fear,takut bgt lagi pilek
fear,"orang2 sudah pinter .. takut dosa, klo gak adil.. srkarang banyak yg pinter..tapu tidak ngerti, ilmu bukan diamalkan, tp disalah gunakan.."
fear,gue takut dah jeongwoo merah
fear,laptopnya kaget itu
fear,"denger kata, foto-in satu-satu mukanya. dan yang bilang jendral bintang 4, mantang pangkostrad. warga kehormatan kopassus dan tentunya pimpinan tertinggi angkatan darat. ngeri bos..wkwk"
fear,ket u gak takut kuliah hukum kah ket?
fear,"ml! cara ulti flicker ruby tu gimana ya? aku ulti malah flicker ke depan karna bingung pencet mana dulu hasilnya ketarik ngga, malu banget iya"
fear,"pak tolong lah ringan kn beban sya jdi orang tua yg takut anak nya di vaksin, anak sya 9 tahun pak umur nya. dada nya sering sakit pak.. setelah vaksin satu! terkadang saya mau nekad aja utk bunuh diri karena terlalu tertekan mengenai vaksin ni pak. tolong sya pak!!"
fear,mukanya tegang amat om puput kayak menanggung beban rakyat :')
fear,hahaha iya benerr aku pun kaget ternyata ujung2nya anak bio
fear,gue kaget bgt
fear,ku cium pipi kanan mu dan kau senyum terpesona bercampur malu
fear,kalau nak sniff sekarang kene hati hati takut kepam
fear,"ini kenapa jadi rame, kaget. mana qrt ghaibnya 4.."
fear,"bertahun-tahun bertahan. hubungan lu sama pacar lu aman, lancar, tak ada kendala sampe lu bucin banget. tapi tiap liat crush lu lgsg kepikiran lagi. berusaha pengen tetep deket tapi takut melewati batas pertemanan."
fear,"nonton ulang video got step back dance practice di mv-nya, taeyon elegan bgt pindah dr pinggir ke tengah. pas liat seulgi, wah buset pindahnya lari dari pojok kanan ke tengah khawatir kesandung loh"
fear,nonton drama sama mama trus ada kiss scene gue panik
fear,jadi malu
fear,kepleset di depan abang2 gojek udah sakit malu juga
fear,ngeri angine soalna jeng wkwk takut sakit
fear,"iya kk, ni kucing oyen sy galak banget betina pada takut :(("
fear,lagi mau tanyain kabar tapi takut ganggu :(
fear,"jangan lupa ngingetin ayang buat makan dan minum, takut keselek ayangnya."
fear,aku lebih takut liat bird japan ketemu bam
fear,"ade org kata simpan sikit,, takut esok nak guna haha"
fear,"wah iya, ngeri nih yg setim ma mas."
fear,kaget ada kekeyi wkwk
fear,iya itu di sana takut
fear,"ih temen kosku abis ikut ke venue gt kan acara prodinyaa, eh balik ke kos dia meriang nular ke satu kosan. skrg ak jg pilek meriang buhu jd takut"
fear,aku yg takut
fear,"ya begitu lah hidup di cluster coronces, tiap hari panik selalu ada yg positif"
fear,ngeri banget temenmu nder
fear,kaget loh kak msi pgi
fear,"idih nuning kabur dari space ka ciba .,, takut yah"
fear,"udah resign dri tempat kerja tapi kok masih degdegan ya, takut kalo ketemu mantan bos di jalan :'(( kenapaa??"
fear,jaga2 takut die terjun lg tu huhu
fear,pengen pede buat mens team tp takut jg kesandung wkwk cmn kayany grup neraka sih inimah
fear,malu bgt kalo inget moment jaman main rp
fear,"hahahaa takut, anaknya galak"
fear,"mau berobat tapi takut banget :"")"
fear,"takut banget, nggak ada tempat nyaman lagi buat cewek ""cowok memang otak sangean semuanya"" ""pengen pindah negara rasanya"" begitulah kurang lebihnya"
fear,men's team gw yakin lolos tpi ms1 nya kita gw agak ragu klo md well we are the best at that
fear,"kena razia rok plisket padahal yg ngerazia pake rok plisket jg (kating) takut kalah saing padahal gada niat nyaingin, cm mencontoh"
fear,sampe asma kambuh tapi bela2in gak minum obat karna takut teler dikantor.
fear,ngeri banget emak gue ngomel ngomel ke mahmud buat mengedukasi cara ngedidik anak haha
fear,takut mau nge up nyaa
fear,saya yang ngejalanin mah biasa aja.. cuma kadang kasihan keluarga aja takut mereka malu.
fear,gw takut bgt kaoru ngentott
fear,"orang indonesia ga ada takutnya kali cuman gw rasa mereka takut dengan agama baru yg dipaksakan percaya yaitu c19 rokok aja ada label orang sakit tulisan membunuh tetep aja dikonsumsi terus kecelakaan terbanyak adalah motor, usernya makin banyak ada bom aja deketin/kontenin"
fear,walau tegang [real]
fear,"tegang banget kak, santuy aja santuy.."
fear,grub b ngeri kali
fear,blm nikah tpi habis baca ini malah jdi takut
fear,agak ngeri ya
fear,coy ngeri sekomplek wkwk sehat2 mat
fear,orang dulu siap mesyuarat satu kampung nak tentukan tarikh nikah takut bertindih susah orang kampung nak datang rewang.
fear,takut :(
fear,"kalian yg udah b00ster, efeknya gimana? gue masi lama si jadwalnya, cuma kok gue takut mau ambil b00ster, gue mikir ""b00ster"" efeknya lebih horor dari yg pertama"
fear,karna takut tenggelam dlm lautan luka dlm
fear,"pp! boleh minta kritik dan saran? worth gak ya kalau jadi ready stock? takut malah flop gitu, tia"
fear,jangan ah ak malu
fear,"iya sih, tapi ciwi ciwi ini agak naik turun. jadi kita saling takut"
fear,"plis jgn liat rep gue dulu malu, untung dah di apus"
fear,gw sih malu..klo digituin
fear,yakin ilangin mie ayam? ko aku ragu?
fear,"wordle 234 3/6 kaget sendiri, bisa-bisanya tebakan ketiga langsung keluar"
fear,sir baik tak kena balik panggung mimpi ngeri..kuang kuang kuang..
fear,mvs euphoria s1 sender baru namatin yg s1 kok si rou ga mau naik kereta brg jules? trs pas di eps7 mcky beneran di ituin sama temen2 nya? di dpn cassie? sender kaget bgt
fear,aku takut ketekuk ini ngepas bgt sizenya
fear,pasarannya emang segitu kah?? kaget t__t
fear,gk bisa komen sih takut salah kata cuman ya.. agak gimana juga ya..
fear,"ya tuhan,pengen pacaran tapi takut berujung malah manfaatin anak orang. kan karma ada."
fear,mau duluin perasaan sendiri tapi takut kecewa
fear,"lho kaget, baru sadar"
fear,niat mau bikin 13112th1)4y tvv1130n tertahan karna lagi bimbang ragu
fear,ngeri ekspedisi apa yg aman sekarang?
fear,aku takut nanti malem
fear,"serius, jadi kaget gue"
fear,aku mau komen tapi takut wkwk :(
fear,group b se ngeri itu ya allah…
fear,kaget langsung bener
fear,"klo aku jidat yg sering tak tempelin dikaca ketika kondisi nungguin.. walhasil kacanya berembun,,njuk panik nyariin tisu.."
fear,"tiap wtm dan nunggu lta, satu sisi si fmc nya juga dah ganti jadi x013692 gak sabar tapi ya ngeri dan wuaduu"
fear,"a trivia, im being deadass. gue ga pernah dugem wkwk takut ngebungkus laki orang."
fear,"gak katla, ga wordle, yang hari ini bikin tegang semua."
fear,klo bener semua takut
fear,ngeri juga 5 quote gaib.
fear,"kompakan niyee, kaget, heran, geram sudah gak asing ditelinga."
fear,ngeri ngeri sedep
fear,"faktanya gua bahagia kenal dia, gua bahagia ketemu dia, bahkan jauh pun gua masih ngerasain bahagia.. yah walaupun kadang ada khawatir and cemburu, itu cuma karena gua terlalu sayang ama dia yang takut kehilangan dia."
fear,kenapa acc gede moa banyak yg rest moga cepet balik yaa duhh takut gue rada2 kepikiran dan sedikit trauma
fear,takut sm sembi
fear,alhamdulillah drawnya agak wangi tapi tetep takut
fear,g terbayang gw langsung panik
fear,kaget bgt tbtb jamet
fear,ini aku belum bilang ibu wkaka takut ga diboleih
fear,klo claimnya independent women aku khawatir si
fear,"me tp kazuha ganti yae, alias takut tp ttp percaya diri"
fear,takut kaya dulu lagi wey
fear,lah kann pada salty ngapa dah ak baru twt kaget anjir
fear,"haduh, takut viral sama komentar saya yg itu nih. yg like ama yg komen jadi banyak bgt busetdahh"
fear,"aku emg tidurnya slalu malem, tp plg malem jam 2 pagi sih, tp alhamdulillah aku bisa tidur di situasi kek gtu. soalnya aku lbih takut manusia drpd hantu. amit2 klo di situ ada manusia ngintip baru tuh g bsa tdur, kan serem bgtt"
fear,pengen tidurr tapi takut kebablasan soalnya bentar lagi mo bimbel
fear,alamak .. ngeri kale ..
fear,"diberau ada konflik lagi antara dayak sama bugis, jd khawatir keadaan ayah, mana handphonenya g aktif di tlf, ayah :("
fear,dan chat mita di whatsapp official 0811-84-1400. hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. semoga sehat selalu. tks~kareen (end)
fear,gue jadi ragu
fear,gua masih kaget ta):
fear,gara-gara rame soal kolbuk gue panik anjrit
fear,ya allah aku takut kalau ada host yang main ratio sama fanbase kpop :(
fear,yaallah mika angkasa w kaget gue kira cm ciuman biasa doang anjg di kebun aakghhghg
fear,kaget bgt tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong gue gabole baper
fear,"tambah ngeri aja ni,,"
fear,ngeri bgt ini org sebelah gue..
fear,wkwk ngeri kali gaga
fear,"ini belum mulai dm, udah mules takut di block."
fear,"pengen ngerjain yoel, tapi takut diamuk duluan"
fear,lo takut jg gk
fear,jangan terlalu byk kepo kurang2in kepo cek urg mah ntr takut jatuh cinta lg awas nanti km cinta
fear,bingung takut panik
fear,ikrr haha takut betul baca semua replies dekat post tu
fear,takut puasanya ga sah
fear,pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya
fear,"kaga kak, gua cuma masih kaget.."
fear,"i want to ask as bvyer klo kita dm minta pl dan over bvdget kita boleh ngabarin ""maaf ya kak over bvdget"" gitu gak sih? takut gak enak.. atau ada saran kalimat lain buat blsnya?"
fear,ngeri euy
fear,anjir jun malu bgt nggak.. terus diapain abis itu..
fear,"hari ni pake baju pink ama celana item, takut dikatain blackpink"
fear,kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi gue cuma gamau dikatain matre. mending ngasih bapak ibu mu karena mereka lebih pantes dapetin itu. kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban :((
fear,ada masalah apa tigrealnya? aku sebagai user tigreal malu bgt
fear,ngeri ya canda nya
fear,agak ngeri yaa
fear,tolong panik ini melanda lagi
fear,"dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu"
fear,"ketika lu punya pacar tapi tbtb ada seseorang yg lu suka. lu jadiin crush, tapi lu ga bisa apa apa karna gak mau selingkuh tapi ngerasa kalo perasaan lu gabisa diboongin. berusaha hapus perasaan tapi malah tak tertahan. mau lapor ayang takut malah dibuang."
fear,pengen poca date sama moots tapi takut awkward
fear,gue nangis bgttttttt da ah malu seneng kaget jd satu amatt
fear,malu japp sshh berapa haribulan tu btw
fear,tiba tiba banget aku kaget
fear,ngeri brodi kapal sebelah
fear,"rep aja bro, takut nanti nyesel belakangan"
fear,malu ku bnar bnar malu
fear,"pen nyoba tapi takut aneh rasanya, rate 1-10 cil untuk rasanya"
fear,takut nak amik spm tapi nak habes cepat
fear,"menurutku sih iya kayak, kalo jeleknya selesai tuh bikin marah-marah pengen bahas banyak, kalo jeleknya ini kayak.. shit malu banget yaudalah"
fear,kaget kirain bakal zonk ehh ayang pulang
fear,gua masih kaget seriusan..
fear,"pelajaran aturan sinus cosinus ""ini segitiga apa"" aku reflek jwb ""segitiga sembarang"" ""segitiga abc"" pls malu bgt tp ga salah kan. shshsksjsjjh malu mana jawabnya kenceng bgtt"
fear,ajg bgt mau litsus bukannya disemangatin elah w kan takut bgt
fear,"di sini masih enak banget sih bosnya keluargnya, ga tau gmna kalo doi beneran kerja ke tempat yg bener2 profesional. kaget sih pasti wkwk tapi bagus"
fear,"rada ngeri yaa, apalagi stranger gitu"
fear,"gabisa banget nyetel takut, i feel gonna cry"
fear,anjwengg panik dikit ada
fear,takut ah tp wkwk
fear,jangan deh kalo balikan ntar takut muncul perang dunia lagi
fear,"ahaha betuls, takut kayak yang waktu kemarin udah pede salah nah yang sekarang bener"
fear,om kok nyempil gitu. ngeri om
fear,ngeri bgt sih
fear,"dibonceng, bcs smpe skrg suka bego klo lampu merah kadang kelabas untung aja msh hidup. trs cape jg bwa mtr sndri + rada takut nyebrang klo ga modal nekat."
fear,malu banget tadi nangis dipergokin nyokap
fear,"ini dari kemarin kepala pusing, badan pegel pegel, flu, trs hari ini tenggorokan mulai sakit kenapa yaa :(( takut bangett"
fear,dia doang yg melet2!!!! kaget akk
fear,tapi takut klu egois
fear,panik bgt tadi akunku ke logout sendiri
fear,takut bgt galak
fear,mau ketawa tapi takut
fear,kalo yang hockey summer masi bisa diliat lah ini kek pas oper oper pucknya tuh bisa ngepas gitu mana kan mereka lari sana sini liatnya takut pada kepleset
fear,nemu menfess yang gua banget. tapi ragu mau rep..
fear,"eh bukan deng wkwkw kaget bgt, anjir mana rompi osisnya mirip + belakang gedungnya mirip. pas liat badgenya bukan sekolah gw"
fear,takut anjir
fear,hari ini belum ngerjain tugas samsek males banget takut numpuk tapi males
fear,"aslinya aku orang yang jarang bgt nelfon orang tua kalo lagi jauh, tp belakangan ini pengen denger suara mereka terus, walaupun mewek kalo lagi telfon tp sedikit bikin tenang. sehabis kelar telfon cemas lagi.."
fear,"walaupun danpuspom anak buahnya emangnya lu kebal hukum, tugas puspom ga liat lu jendralnya tapi liat kasus hukumnya. bilang aja dung emang takut dikerangkeng."
fear,mau agak bar bar tapi agak takut juga kak
fear,aku salkir ke org astagfirullah malu
fear,"wkwkw infp bener bgtt. udah gelisah gelisah panik tapi tetep kek, ""haduh sebentar lah main farmville dulu"" ""duh ngantuk yaudahlah tidur dulu"""
fear,gila malu banget lah
fear,rodo ngeri sedep bismillah iso yo iso semangat garuda muda
fear,ngeri ye..
fear,agak ngeri tp tetep semangat gurls!
fear,takut banget lohh ada cacing kepanasan ahah
fear,gue malu bgt di idm masuk wc cowo
fear,belum ge mulai .. kepala udah nyut-nyutan gini ngeri meledak aja sih
fear,pano anj gua kaget
fear,takut blunder lagi ya.jane nik bek kanan e ra dolop bisa lebih baik lagi
fear,ini sebenarnya pak richi ada rasa sama ibel tapi takut
fear,"eh tergantung kali ya nder, di ruangan kan make ac (biasanya) terus sekelas juga dikit, takut ganggu yang lain gak sih kalo buka fresh care secara wanginya itu nyegrak banget masuk hidung.."
fear,takut ditinggal ayang..
fear,jangan disini ah malu
fear,emg dri dulu gak bgitu takut w sm ni virus. sungguh sgt percaya diri tp beneran alhamdulillah sehat trus
fear,takut ditabok
fear,"iya sih kalo pake jubah tp nonton sendirian agak malu, kalo ama temen masi agak ketolong"
fear,takut abis barbar
fear,jiahaha ..biasanya yg curhat cewek.. dimedsos lagi. kasihan istrinya yg menanggung malu dikampung
fear,"pernah dijelasin, emg ngeri sih vi, tapii kepo bgt haha"
fear,dia panas ada kali 2 hari sampe 39 deg2an bgt bun. ngeri step
fear,"malu banget anjirr, tadi ada yg teriak ""misi paket"", gue udah buru2 mau buka pintu, kirain paket gue udah dateng, taunya paketnya untuk rumah sebelah"
fear,kata gw admin seluruh warga somethinc lg panik huft
fear,mau tidur tp takut kebablasan
fear,ini si zam ngapain dm gue? gue takut anying
fear,kebanyakan follow takut limit
fear,"jends, kalian ada yg udh pernah nyoba skintific moist?? bagus gasi? ak mau beli tp masi ragu soalnya harganya lumayann"
fear,iya makanya gue takut banget
fear,knp chat sama pembina deg deg an takut gt ya
fear,iya sis udah takut gosong soalnya kalo ga dibalik
fear,"gada hantu2nya, seremnya karna psikopat yg ada disekitar yg bs ngebunuh kapan aja. saya baru nyampe eps 4 tapi, lebih ngeri dr pd hantu2 vibesnya."
fear,biyen smp sma paling seneng olahraga . dadi ora khawatir jg sih nek dikokon roll depan belakang.
fear,". masya allah. awalnya gue suka dengerin lagu lagu klasik gitu pas menjelang mau tidur, tapi trus temen gue bilang ""gimana kalo lu meninggal nanti disetelinnya kpop bukan al quran"" takut gue"
fear,anjerr ngeri boss
fear,takut - takut
fear,srs rasa nak main member haha takut nak mintak
fear,"ke papua takut melanggar ham kata nya dung dung, beraninya sama rakyat sipil yg tidak bersenjata banyak banyak istighfar liat nya"
fear,ini gegara sebelom tidur gw panik akun ltmpt panik jurusan kuliah
fear,anj suaranya deep bgt takut
fear,"ngga sih, gue malu soalnya pake baju haram. ga terbiasa juga pergi2 pake baju begitu"
fear,gue takut..
fear,tim zombie yang meningoy *takut gadapet univ tapi pen tep rebahan
fear,"iya bener, soalnya takut kelupaan, takut lama karena bingung terus kasian yg antri"
fear,mens team ngeri banget
fear,"ngeri, nganti dimakamkan di satu liang"
fear,kenapa aku kalo reflek tuh suka malu maluin diri sendiri
fear,yg blm gw fb bentar ya aksjsj gue takut limit
fear,si indy malu sampe ke ubun ubun
fear,"bused, agak ngeri notifnya"
fear,"kemarin ada yg menyandingkan bung karno dengan munarman, sekarang giliran haikal ngoceh ttg bung karno. kelihatan terstruktur dan sistematis. ada nuansa adu domba (supaya pdip dan nasionalis lainnya ngamuk). ada pula nuansa mengaburkan sejarah. ngeri.."
fear,"iya ya dulu ifnt banyak muncul di variety shows, lvlz lumayan meskipun lama2 mulai berkurang juga. ga ngerti deh di balik layar kek apa soalnya dunia showbiz kadang bisa ngeri banget kompetisinya."
